,Glucose concentration,Pyruvate concentration,Acetald concentration,Acetate concentration,Ethanol concentration,Active cell material,Acetaldehyde dehydrogenase,Specific oxygen uptake rate,Specific carbon dioxide evolution rate,Biomass concentration (dry weight),Time of processing,BatchID,Data set,Type
9#167,0.7669924,-0.000514424,0.0133381,0.02207737,0.3258638,0.6521692,0.08458085,5.777554,2.954414,8.362562,29.4582,9,Calibration,NOC
9#168,-0.4188538,0.000137872,0.004362747,0.01559887,0.1202122,0.6495842,0.08584512,5.110209,2.974363,8.458291,29.50921,9,Calibration,NOC
9#169,-0.1449847,-0.000967945,-0.008082666,0.01270107,0.2397724,0.6526566,0.0847661,4.263556,2.278836,8.450161,29.56022,9,Calibration,NOC
9#170,-0.1776777,0.000546529,-0.0306921,0.01026704,0.2143449,0.6503828,0.08288954,3.716974,2.205904,8.406461,29.61123,9,Calibration,NOC
9#171,-0.1416743,0.000451785,-0.005746988,0.009962166,0.3367943,0.6549428,0.08472663,3.02934,1.600216,8.361897,29.66224,9,Calibration,NOC
9#172,0.4369289,-0.000422754,0.001293858,0.005342308,0.1054327,0.6507182,0.08437881,1.691253,1.303476,8.548418,29.77754,9,Calibration,NOC
9#173,0.3183816,-0.00035171,0.01822264,0.003979628,0.1821154,0.653173,0.08373126,0.911041,0.2898846,8.459896,29.89284,9,Calibration,NOC
9#174,0.05987688,0.001154858,-0.004052496,0.002282496,-0.003800924,0.649293,0.08404557,0.633168,0.6997566,8.345041,30.00814,9,Calibration,NOC
9#175,-0.582836,-0.000472887,0.05177945,0.000296388,0.08581266,0.6551126,0.08320347,0.2985081,0.2799632,8.604911,30.12344,9,Calibration,NOC
9#176,-1.90E-02,0.000175071,-0.001035366,-0.001022825,0.1025042,0.6458632,0.08285991,0.07510918,-0.1541032,8.527208,30.35255,9,Calibration,NOC
9#177,-0.03731871,-2.05E-05,0.03705506,-0.000528504,-0.2292826,0.6492284,0.08208528,-0.02671787,-0.3976007,8.427956,30.53167,9,Calibration,NOC
9#178,0.402647,0.00010941,-0.01111837,-0.002159135,-0.2441491,0.6510954,0.0829284,0.01322331,0.6054281,8.566289,30.71079,9,Calibration,NOC
9#179,-0.6902404,0.000184184,-0.004985561,0.001509526,-0.0643269,0.65088,0.08217963,-0.006417576,-0.2649998,8.381045,30.88991,9,Calibration,NOC
9#180,0.3780892,0.000473159,-0.02255508,0.000664022,-0.1390866,0.6499078,0.08170631,-0.2692382,0.01831728,8.389455,31.06903,9,Calibration,NOC
9#181,0.5646163,-0.000533421,-0.008191553,0.000283712,0.06276111,0.6527019,0.08169052,0.02772062,0.07008559,8.478692,31.24814,9,Calibration,NOC
9#182,-0.4580908,0.000509885,-0.02507093,-0.001037564,-0.3255775,0.6475707,0.08137035,0.04947013,0.1579598,8.471154,31.49944,9,Calibration,NOC
9#183,-0.1708814,-0.000151936,0.00697768,0.000323025,0.07445434,0.6496227,0.08073267,0.1632067,-0.2708796,8.373871,31.75074,9,Calibration,NOC
9#184,0.07431021,0.000575025,-0.01307073,-0.00055595,0.06499166,0.650906,0.07936448,0.0317964,0.2051723,8.486918,32.00203,9,Calibration,NOC
9#185,-0.2642531,0.000414488,0.01770447,-0.000943352,-0.1114108,0.648914,0.08026309,-0.04967896,0.1012983,8.390277,32.25333,9,Calibration,NOC
9#186,-0.4788725,0.000586679,0.0165252,0.001198488,0.1397645,0.6475095,0.0787798,0.137372,0.3419213,8.495433,32.95333,9,Calibration,NOC
9#187,0.3615237,0.000267362,0.02333972,-0.002627745,0.07838014,0.6515368,0.07791384,-0.09991625,-0.496583,8.453712,33.65333,9,Calibration,NOC
9#188,-3.11E-01,0.000339917,0.01834572,-0.000530988,0.1014868,0.6504744,0.07592455,0.2448798,-0.4769039,8.536893,34.35333,9,Calibration,NOC
9#189,-0.8084072,-2.30E-05,-0.02555888,0.001238738,-0.06810907,0.6536888,0.07653114,0.1502271,-0.1062366,8.620043,35,9,Calibration,NOC
10#17,30.11823,0.007586293,-0.02725708,0.000280728,-0.02464134,0.3941466,0.005153484,6.41639,3.454767,0.1064139,4.947965,10,Calibration,NOC
10#18,30.40928,0.009771887,-0.001381902,0.000720065,-0.1094776,0.4133052,0.004932185,7.095424,3.332001,-0.01914252,5.376032,10,Calibration,NOC
10#19,30.33594,0.01021462,-0.000788137,-0.000608135,0.09309698,0.4313081,0.005156215,7.154591,4.667164,-0.01308596,5.713842,10,Calibration,NOC
10#20,30.28921,0.01261887,-0.01315971,-0.000569046,0.09521275,0.4439093,0.004728798,7.466528,5.36889,-0.003162373,6.051651,10,Calibration,NOC
10#21,30.27611,0.01539658,-0.002193317,-0.000239968,-0.09228686,0.4582333,0.005183857,7.672825,5.33907,-0.1051939,6.389461,10,Calibration,NOC
10#22,29.80964,0.01657514,0.01396672,0.00183108,0.02563953,0.4685357,0.004440944,7.64686,8.407068,-0.0287314,6.72727,10,Calibration,NOC
10#23,30.00233,0.01796623,-0.008241476,0.001965279,-0.007833853,0.4764696,0.004543729,7.668743,9.134029,0.1087234,6.989514,10,Calibration,NOC
10#24,29.47657,0.01918307,-0.01812743,0.001695919,-0.06058654,0.4847861,0.004590099,7.66093,11.47832,-0.01144897,7.251759,10,Calibration,NOC
10#25,30.28484,0.0196225,-0.000646983,0.001449727,0.03225397,0.4917052,0.004650595,7.439608,12.82921,-0.04765848,7.514004,10,Calibration,NOC
10#26,29.55297,0.02119862,0.03016751,0.002207624,0.05355079,0.4964258,0.005480683,7.168231,13.02581,0.118636,7.776248,10,Calibration,NOC
10#27,30.59995,0.02275948,-0.01492195,-0.001275139,-0.07653964,0.5051395,0.004929732,7.24536,14.47833,0.1483921,8.038493,10,Calibration,NOC
10#28,29.4833,0.02231676,-0.03226471,-0.000289774,-0.1802639,0.5068448,0.004428004,6.855475,14.90608,0.1251732,8.300737,10,Calibration,NOC
10#29,29.64461,0.02257627,-0.0050871,0.001366741,-0.1762029,0.5177015,0.003897894,6.545215,15.76006,0.05481226,8.619238,10,Calibration,NOC
10#30,29.58322,0.02304815,0.0246916,0.004112651,-0.1395693,0.5160623,0.004776396,6.076023,16.69871,0.04048377,8.937739,10,Calibration,NOC
10#31,29.61601,0.02376231,0.05551814,0.002468707,0.0410608,0.5228342,0.004603921,5.979631,17.10704,-0.004123327,9.25624,10,Calibration,NOC
10#32,30.29032,0.0237336,0.0298162,0.002484188,0.02230701,0.5247584,0.003624545,6.015974,18.3346,0.03776637,9.57474,10,Calibration,NOC
10#33,29.86904,0.02435784,0.03590978,0.002362863,0.06383794,0.5225732,0.004812056,5.662599,18.29455,0.1584319,9.893241,10,Calibration,NOC
10#34,30.13601,0.02492679,0.01770149,0.001956369,-0.07787728,0.5312208,0.004515659,5.473306,18.93701,0.07743888,10.21174,10,Calibration,NOC
10#35,29.66592,0.02456732,0.0144205,0.003019985,-0.1770365,0.5311577,0.004785052,5.163266,19.7784,0.06865848,10.74474,10,Calibration,NOC
10#36,29.55922,0.02523382,0.03937496,0.002315947,0.1282398,0.5357064,0.005198922,4.934025,20.67524,0.06806067,11.27773,10,Calibration,NOC
10#37,29.87182,0.02676109,0.0346565,0.00153667,0.02229434,0.5365027,0.004423037,5.123415,21.61947,0.2292177,11.81073,10,Calibration,NOC
10#38,29.02567,0.0266168,0.09653307,0.004130858,0.07991657,0.5413774,0.00554957,4.938495,22.42169,0.1161969,12.34372,10,Calibration,NOC
10#39,29.97105,0.02733793,0.02324595,0.002404001,0.4541189,0.5413372,0.004067501,5.025032,22.81798,0.2375115,12.87671,10,Calibration,NOC
10#40,29.10752,0.02826757,0.1083243,0.007413394,0.01906952,0.5454797,0.004885641,5.507079,24.42459,0.1951572,13.40971,10,Calibration,NOC
10#41,28.613,0.02911831,0.02560775,0.009177485,0.3334776,0.5437337,0.004879876,5.600236,25.63919,0.3791626,13.9427,10,Calibration,NOC
10#42,27.27807,0.0309739,0.0989773,0.01269589,0.6238828,0.5442203,0.003724415,5.790905,28.0339,0.4273267,14.58995,10,Calibration,NOC
10#43,26.78472,0.03273345,0.1608884,0.01618098,1.036188,0.5430074,0.003482185,5.958191,29.45171,0.5412095,15.2372,10,Calibration,NOC
10#44,25.76278,0.03458263,0.2279115,0.02154584,1.319041,0.5400723,0.003615316,6.235097,31.2896,0.7852919,15.88444,10,Calibration,NOC
10#45,23.71108,0.03580568,0.3217809,0.02738525,2.03281,0.552043,0.00340973,6.671536,32.36282,1.087499,16.53169,10,Calibration,NOC
10#46,21.49588,0.03724549,0.5126308,0.03617866,2.933568,0.5457522,0.004566105,6.907156,33.82557,1.56824,17.17894,10,Calibration,NOC
10#47,16.89476,0.03801412,0.7567286,0.04900031,4.116177,0.5509347,0.003863167,7.367402,34.92326,2.046532,17.82619,10,Calibration,NOC
10#48,12.10226,0.0376937,1.0175,0.06657383,5.960291,0.5472845,0.003096188,8.258752,35.24018,2.774441,18.47343,10,Calibration,NOC
10#49,9.970888,0.03843022,1.140554,0.07224268,6.237702,0.5429811,0.004566393,8.420346,35.03639,3.092659,18.66761,10,Calibration,NOC
10#50,8.527839,0.03775926,1.3114,0.07748093,7.147955,0.5494236,0.003716253,9.003042,35.80035,3.31326,18.86178,10,Calibration,NOC
10#51,5.841952,0.03592765,1.396208,0.0864806,7.769011,0.5477227,0.004334964,9.445413,36.36956,3.638323,19.05596,10,Calibration,NOC
10#52,4.061071,0.03539301,1.483103,0.09217138,8.607175,0.5496779,0.004059914,10.12286,36.25432,4.025757,19.21385,10,Calibration,NOC
10#53,2.18946,0.03384732,1.53926,0.09939516,9.339519,0.5459756,0.0042536,10.56326,36.09833,4.308996,19.37174,10,Calibration,NOC
10#54,1.15087,0.03288136,1.592207,0.1016755,9.539104,0.5441751,0.003994743,10.22871,35.23507,4.362636,19.41911,10,Calibration,NOC
10#55,0.8708035,0.03081471,1.531906,0.1033245,9.881428,0.5436484,0.004411235,10.14245,33.63719,4.465138,19.46647,10,Calibration,NOC
10#56,0.1746022,0.02987085,1.580277,0.1039338,9.650322,0.5476441,0.004477189,9.842201,33.47311,4.517508,19.48068,10,Calibration,NOC
10#57,0.6231071,0.02870839,1.543305,0.1057201,10.12221,0.5459994,0.005130967,8.900041,31.92043,4.469422,19.49489,10,Calibration,NOC
10#58,0.1146829,0.02807593,1.512002,0.1035013,9.867043,0.5436499,0.004565629,8.829173,31.3829,4.490693,19.49916,10,Calibration,NOC
10#59,0.221614,0.02726539,1.55243,0.1042642,10.02295,0.5457987,0.00462812,8.314551,29.37011,4.419446,19.50342,10,Calibration,NOC
10#60,-0.02533496,0.02628911,1.543745,0.104545,9.948732,0.5481994,0.004421224,7.606259,28.52094,4.494738,19.50663,10,Calibration,NOC
10#61,0.4270619,0.02520084,1.578888,0.1050324,9.664273,0.5456093,0.005090219,6.9603,27.16946,4.453015,19.50759,10,Calibration,NOC
10#62,-0.5684848,0.02507415,1.570117,0.1042732,10.02438,0.543659,0.005251119,6.191516,27.12431,4.524174,19.50855,10,Calibration,NOC
10#63,-0.1508743,0.02321343,1.567739,0.105785,9.817689,0.5453472,0.003405873,4.936752,25.59697,4.495703,19.50952,10,Calibration,NOC
10#64,0.02533094,0.02164223,1.560802,0.1025734,9.9319,0.5436088,0.004870203,3.913442,24.35598,4.396629,19.51048,10,Calibration,NOC
10#65,-0.09084367,0.01858302,1.56473,0.1014133,9.769164,0.5493951,0.003912012,4.440434,23.16424,4.513943,19.51118,10,Calibration,NOC
10#66,0.2032405,0.01651559,1.537899,0.0994414,10.04283,0.5472504,0.005231181,4.368944,21.52342,4.385779,19.51189,10,Calibration,NOC
10#67,-0.7472576,0.01440644,1.520892,0.09906975,9.84691,0.5438978,0.00470742,4.59062,19.77143,4.517057,19.51257,10,Calibration,NOC
10#68,0.1674376,0.0137024,1.529135,0.0985135,9.911369,0.5449231,0.003912276,4.318366,19.27163,4.488436,19.51325,10,Calibration,NOC
10#69,0.4701076,0.01252822,1.530472,0.09734245,9.878769,0.5465331,0.005644983,4.596642,19.53799,4.518048,19.51346,10,Calibration,NOC
10#70,0.1567995,0.01207173,1.530988,0.09790765,9.849329,0.5426657,0.004722632,4.638196,19.73015,4.555694,19.51366,10,Calibration,NOC
10#71,-0.4565014,0.01208222,1.555006,0.1008781,10.16324,0.5457386,0.005342497,4.58974,18.93369,4.435236,19.51386,10,Calibration,NOC
10#72,-0.1041745,0.01243856,1.516224,0.09703024,9.920664,0.5441991,0.00427139,4.597506,18.78041,4.512274,19.51407,10,Calibration,NOC
10#73,0.07817367,0.01139172,1.552953,0.09585115,9.879526,0.5450062,0.005066313,4.401615,18.97868,4.59783,19.51427,10,Calibration,NOC
10#74,0.9144276,0.008606021,1.530509,0.09305483,9.978951,0.5453255,0.005254485,4.265274,18.78829,4.433931,19.51562,10,Calibration,NOC
10#75,-0.1897456,0.006974396,1.472924,0.09438425,9.896133,0.54688,0.005606108,4.413665,18.38717,4.533363,19.51697,10,Calibration,NOC
10#76,-0.008169687,0.005469817,1.556761,0.08974737,9.765744,0.5448375,0.004999127,4.344781,16.75489,4.470018,19.51832,10,Calibration,NOC
10#77,0.05333763,0.004588646,1.503072,0.08989476,9.7377,0.542721,0.005391288,4.246429,16.97627,4.471433,19.51967,10,Calibration,NOC
10#78,0.1020282,0.001610945,1.495807,0.08624507,9.756825,0.5470393,0.004468339,4.058275,16.40272,4.538438,19.52135,10,Calibration,NOC
10#79,-0.4294778,0.001523243,1.45886,0.0850294,9.840902,0.5430075,0.005025841,3.861274,17.05089,4.468699,19.52185,10,Calibration,NOC
10#80,0.1767693,-0.000268938,1.467312,0.084714,10.14154,0.5425381,0.005478849,3.659577,16.24633,4.501478,19.52235,10,Calibration,NOC
10#81,-0.2877671,0.000472454,1.49986,0.08537998,9.962093,0.5418025,0.004932204,3.892935,15.45431,4.597318,19.5225,10,Calibration,NOC
10#82,-0.5352163,0.00079814,1.465675,0.08258432,9.887562,0.5443931,0.005149329,3.559703,16.50664,4.417605,19.52265,10,Calibration,NOC
10#83,0.04726677,0.000334001,1.514437,0.08275488,9.789257,0.5415403,0.005437329,2.761023,15.12419,4.424615,19.5228,10,Calibration,NOC
10#84,-0.361377,0.000204135,1.516917,0.0825789,9.912819,0.5467494,0.005888641,0.9945778,13.56434,4.562045,19.52295,10,Calibration,NOC
10#85,0.1167604,-0.000446216,1.482477,0.08278661,10.13854,0.549396,0.00465118,-2.523857,9.297964,4.450011,19.52313,10,Calibration,NOC
10#86,-4.65E-01,0.000273185,1.494817,0.08262049,9.831844,0.5458801,0.005575814,-3.743121,7.480166,4.482703,19.52331,10,Calibration,NOC
10#87,1.80E-01,4.66E-05,1.437016,0.08362595,10.03849,0.5422125,0.005109616,-3.766977,7.187653,4.632195,19.52348,10,Calibration,NOC
10#88,-0.1787902,1.00E-05,1.500256,0.08086162,9.84984,0.5439581,0.004564439,-3.622665,8.132892,4.610284,19.52366,10,Calibration,NOC
10#89,0.1183343,-0.000913214,1.484493,0.08407852,10.06036,0.5488269,0.004702134,-3.663382,7.754008,4.548607,19.52425,10,Calibration,NOC
10#90,0.56357,-0.000310018,1.508335,0.0801839,10.05473,0.5458078,0.005559017,-3.898836,7.504027,4.524132,19.52485,10,Calibration,NOC
10#91,0.4255471,-0.000259205,1.479024,0.07870533,9.983688,0.545298,0.004688985,-3.875681,7.630109,4.509863,19.52544,10,Calibration,NOC
10#92,3.72E-01,0.000368159,1.482404,0.07987968,10.10635,0.5447169,0.005058927,-3.899675,8.288824,4.478043,19.52604,10,Calibration,NOC
10#93,0.2105111,-4.82E-05,1.445655,0.07464068,10.01211,0.5436342,0.005241672,-4.174874,7.365952,4.412468,19.52853,10,Calibration,NOC
10#94,-0.1950968,0.000400621,1.454105,0.07160524,10.16955,0.5420685,0.004988108,-3.983934,6.826897,4.605297,19.53103,10,Calibration,NOC
10#95,-0.1345099,-0.000321749,1.42839,0.06925827,10.07458,0.5427384,0.004660012,-4.257402,6.870517,4.429544,19.53352,10,Calibration,NOC
10#96,-0.4626222,0.00034712,1.457546,0.06461561,9.996624,0.5434799,0.005135627,-4.435201,6.170226,4.571773,19.53602,10,Calibration,NOC
10#97,0.3013415,0.000159481,1.436037,0.06033374,10.3284,0.5465669,0.00585744,-4.578059,6.533501,4.364867,19.53897,10,Calibration,NOC
10#98,0.02888859,-0.000431705,1.417887,0.05938573,10.02696,0.546809,0.004863075,-4.754829,6.215703,4.506505,19.54192,10,Calibration,NOC
10#99,-1.14E+00,-0.0008903,1.403495,0.05363159,10.09924,0.5416614,0.005515787,-4.919455,5.892048,4.606028,19.54487,10,Calibration,NOC
10#100,3.34E-01,5.95E-06,1.328687,0.05239087,10.1844,0.5493728,0.004626646,-5.252128,6.09842,4.513682,19.54782,10,Calibration,NOC
10#101,0.4328399,-9.36E-06,1.316435,0.04540163,10.03226,0.5469457,0.005326062,-5.621504,5.363997,4.671641,19.5564,10,Calibration,NOC
10#102,-0.5784728,0.000303125,1.239277,0.03624318,10.20669,0.5422953,0.005143109,-6.297572,4.5302,4.539531,19.56498,10,Calibration,NOC
10#103,-0.2699829,-0.000707268,1.217926,0.02997506,10.15709,0.547845,0.0056517,-6.489332,4.162238,4.574595,19.57355,10,Calibration,NOC
10#104,0.2027776,-0.000428677,1.256361,0.02694487,10.22649,0.5493177,0.006616322,-6.844903,2.675586,4.498363,19.58213,10,Calibration,NOC
10#105,0.404428,0.00067956,1.148255,0.01692586,10.1459,0.5474836,0.006302075,-7.638848,2.482798,4.582376,19.59756,10,Calibration,NOC
10#106,-0.5915524,0.00028866,1.135902,0.01097021,10.31562,0.549094,0.006624754,-7.90337,1.850923,4.469173,19.61298,10,Calibration,NOC
10#107,0.1535138,-0.000273216,1.028263,0.008504904,10.2941,0.5462234,0.005586606,-8.168566,1.445642,4.605887,19.62841,10,Calibration,NOC
10#108,-0.04361122,-0.000104328,0.965646,0.006761841,10.35482,0.5453749,0.007612832,-7.733314,1.115836,4.60942,19.64384,10,Calibration,NOC
10#109,-0.5311172,0.000118796,0.9387892,0.009046033,10.3987,0.5454339,0.007551373,-7.578847,0.5825703,4.571522,19.65927,10,Calibration,NOC
10#110,-0.4914619,-0.000554978,0.8490286,0.004275522,10.54888,0.5439571,0.007334416,-7.466001,1.101136,4.543299,19.6802,10,Calibration,NOC
10#111,0.4915118,0.000795022,0.7633401,0.003692661,10.649,0.5442053,0.008002917,-7.065464,0.09148923,4.587735,19.70113,10,Calibration,NOC
10#112,0.3372945,0.000140096,0.6721414,0.002818939,10.96771,0.5460121,0.007658467,-6.569174,0.7962712,4.467663,19.72207,10,Calibration,NOC
10#113,-0.174797,0.000217853,0.6950253,0.003465852,10.90299,0.5422255,0.009070131,-6.017529,-0.0395247,4.466285,19.743,10,Calibration,NOC
10#114,0.1155872,-0.000577959,0.5694724,0.001772551,10.98208,0.5421845,0.009653427,-5.467292,0.6757978,4.482782,19.76394,10,Calibration,NOC
10#115,-0.157481,0.000189466,0.4424293,0.002902189,10.90267,0.5424871,0.01012215,-4.116753,0.729337,4.447991,19.80226,10,Calibration,NOC
10#116,0.4975128,0.000330042,0.3965702,0.004693167,11.06474,0.5405785,0.0108277,-3.378717,1.581714,4.466671,19.84058,10,Calibration,NOC
10#117,-0.7198426,-0.000161565,0.415189,0.006829777,11.02555,0.5410029,0.01192718,-2.517436,0.4463978,4.649489,19.8789,10,Calibration,NOC
10#118,3.40E-01,-0.000264303,0.3477558,0.004744089,11.16117,0.5418139,0.01299769,-1.568643,1.087577,4.610427,19.91723,10,Calibration,NOC
10#119,3.74E-01,7.39E-05,0.2823905,0.006636426,11.32302,0.5443949,0.01293934,-0.7396232,0.5193731,4.522316,19.95555,10,Calibration,NOC
10#120,-0.1739097,-4.45E-05,0.1919457,0.006533978,11.25765,0.539591,0.01460442,0.5284256,1.003963,4.626397,20.03275,10,Calibration,NOC
10#121,0.556699,-0.000313103,0.203765,0.00697897,11.18329,0.5387734,0.01622417,1.360516,1.737862,4.562346,20.10995,10,Calibration,NOC
10#122,-2.88E-01,-0.000260831,0.1456594,0.006366355,11.21503,0.5375896,0.01667553,1.977766,1.118337,4.564532,20.18715,10,Calibration,NOC
10#123,0.4425432,-6.65E-05,0.1302892,0.01150997,11.29781,0.5364372,0.01889472,2.26224,1.124422,4.552772,20.26435,10,Calibration,NOC
10#124,-0.3765337,0.00081763,0.09326649,0.009296995,11.12554,0.5376968,0.01974876,2.534311,0.6844079,4.580493,20.34155,10,Calibration,NOC
10#125,-0.3066429,-0.000260532,0.07514177,0.01004786,11.16488,0.5345689,0.02126941,2.811872,0.8980984,4.542322,20.44073,10,Calibration,NOC
10#126,-4.53E-02,-0.000471726,0.138828,0.01316767,11.19624,0.5284446,0.02454578,2.837636,1.445442,4.534125,20.53991,10,Calibration,NOC
10#127,-0.04253094,-3.48E-05,0.1017234,0.01392082,11.314,0.5325037,0.0241956,3.190373,2.245005,4.553888,20.63909,10,Calibration,NOC
10#128,-0.2329266,0.000964674,0.08137412,0.01364957,10.89829,0.5266531,0.02709125,3.498959,1.800968,4.588758,20.73827,10,Calibration,NOC
10#129,0.4047451,-0.000650338,0.08717279,0.01445766,11.15153,0.531001,0.02819522,3.817765,1.851684,4.622133,20.83745,10,Calibration,NOC
10#130,-0.2660131,0.000111265,0.06322107,0.01770759,11.0028,0.5268649,0.03374064,4.635828,2.910496,4.526304,21.15377,10,Calibration,NOC
10#131,0.3861212,0.00031533,0.1006671,0.02253223,10.83905,0.5253687,0.03865627,5.220743,2.748215,4.749964,21.47008,10,Calibration,NOC
10#132,-0.08699085,0.000844655,0.07459472,0.02556027,10.70799,0.5245618,0.04463509,5.822332,3.447343,4.760908,21.78639,10,Calibration,NOC
10#133,-4.22E-01,-0.000313021,0.08721222,0.02809707,10.58118,0.5240962,0.04841608,6.329951,4.263241,4.771202,22.10271,10,Calibration,NOC
10#134,-0.3371548,8.44E-05,0.06730304,0.03446721,10.1463,0.528375,0.05743766,7.566833,4.750617,5.041399,22.80271,10,Calibration,NOC
10#135,-0.4121744,-0.000452305,0.05491844,0.04042977,10.00555,0.5307086,0.06097293,8.033543,4.827604,5.021173,23.01271,10,Calibration,NOC
10#136,-1.021559,0.000851427,0.06137087,0.04033178,9.758996,0.5276225,0.06321631,8.271087,4.85588,5.163583,23.22271,10,Calibration,NOC
10#137,-0.006339428,-0.000187975,0.07157492,0.046243,9.632251,0.5333681,0.06712878,8.489058,5.030727,5.11664,23.43271,10,Calibration,NOC
10#138,-0.06022877,0.000517037,0.03360816,0.04544682,9.594556,0.5340987,0.06937727,9.111296,5.304119,5.266697,23.64271,10,Calibration,NOC
10#139,4.77E-01,-0.000204338,0.06172888,0.052936,8.527132,0.5369756,0.07542042,10.25723,6.24016,5.352154,24.34271,10,Calibration,NOC
10#140,-5.94E-02,7.02E-05,0.01609809,0.06129996,7.680599,0.5498196,0.08263201,11.29453,6.364894,5.689157,25.04271,10,Calibration,NOC
10#141,-0.2625193,-8.77E-05,0.005091885,0.06764895,6.862971,0.5584275,0.08714493,12.31617,7.171536,6.175784,25.74271,10,Calibration,NOC
10#142,0.7024363,-0.001004159,0.02287706,0.07043064,5.887484,0.5761833,0.08926519,12.78918,7.14143,6.408135,26.30493,10,Calibration,NOC
10#143,0.3177722,0.000191093,0.008011196,0.07302233,4.942613,0.5916135,0.09158568,13.22163,8.411292,6.738766,26.86716,10,Calibration,NOC
10#144,-0.2189325,-0.000341128,-0.03172751,0.0718019,4.026309,0.5984612,0.09217441,13.60992,8.052804,7.11359,27.42938,10,Calibration,NOC
10#145,-0.4115803,-0.000284401,0.003458443,0.07104903,3.653088,0.6009165,0.09249768,13.88454,7.417525,7.187759,27.59805,10,Calibration,NOC
10#146,-3.92E-01,-0.000151512,0.02481842,0.07091976,3.409154,0.6139028,0.09217045,13.48462,7.555149,7.273426,27.76671,10,Calibration,NOC
10#147,-0.08070337,6.27E-05,-0.001149122,0.07249413,3.043594,0.6106874,0.09135834,13.63663,6.836755,7.3549,27.81731,10,Calibration,NOC
10#148,0.5152909,-0.000483098,-0.009024484,0.06930946,3.157174,0.6115681,0.0912157,13.36643,7.190289,7.478022,27.86791,10,Calibration,NOC
10#149,0.1162908,0.000227501,0.006471475,0.07382555,2.87079,0.6138716,0.09160388,13.84595,7.376261,7.355024,27.91851,10,Calibration,NOC
